_time,_measurement,data_type,pkt,dir,log_raw_hex,log_msg,can_id,dlc,scenario,timestamp_epoch,label_raw,log_lvl
2016-11-03 18:39:36.404260+00:00,can,CAN,27,rx,00 00 00 00 00 03 0C 42,<CAN  flags=0x0 identifier=0x2 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x03\x0cB' |>,0002,8,attack_dos,1478198376.40426,R,normal
2016-11-03 18:39:36.404508+00:00,can,CAN,28,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198376.404508,R,normal
2016-11-03 18:39:36.405235+00:00,can,CAN,29,rx,05 20 24 68 77 00 00 1E,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 $hw\x00\x00\x1e' |>,0350,8,attack_dos,1478198376.405235,R,normal
2016-11-03 18:39:36.405473+00:00,can,CAN,30,rx,0B 80 00 FF 45 80 0C 85,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x0b\x80\x00\xffE\x80\x0c\x85' |>,0130,8,attack_dos,1478198376.405473,R,normal
2016-11-03 18:39:36.405712+00:00,can,CAN,31,rx,0E 80 00 00 38 7F 0C 9B,<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\x0e\x80\x00\x008\x7f\x0c\x9b' |>,0131,8,attack_dos,1478198376.405712,R,normal
2016-11-03 18:39:36.405952+00:00,can,CAN,32,rx,00 00 00 00 0A 21 2C 27,"<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b""\x00\x00\x00\x00\n!,'"" |>",0140,8,attack_dos,1478198376.405952,R,normal
2016-11-03 18:39:36.406200+00:00,can,CAN,33,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198376.4062,R,normal
2016-11-03 18:39:36.406442+00:00,can,CAN,34,rx,00 40 60 FF 7E D0 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xd0\x08\x00' |>,043F,8,attack_dos,1478198376.406442,R,normal
2016-11-03 18:39:36.406684+00:00,can,CAN,35,rx,FF 00 00 00 FF D0 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xd0\x08\x00' |>,0440,8,attack_dos,1478198376.406684,R,normal
2016-11-03 18:39:36.409484+00:00,can,CAN,36,rx,01 00,<CAN  flags=0x0 identifier=0x5f0 length=2 reserved=0 data=b'\x01\x00' |>,05F0,2,attack_dos,1478198376.409484,R,normal
2016-11-03 18:39:36.409723+00:00,can,CAN,37,rx,FE 5B 00 00 00 3C 00 00,<CAN  flags=0x0 identifier=0x18f length=8 reserved=0 data=b'\xfe[\x00\x00\x00<\x00\x00' |>,018F,8,attack_dos,1478198376.409723,R,normal
2016-11-03 18:39:36.409959+00:00,can,CAN,38,rx,19 21 22 30 08 8E 6D 18,"<CAN  flags=0x0 identifier=0x260 length=8 reserved=0 data=b'\x19!""0\x08\x8em\x18' |>",0260,8,attack_dos,1478198376.409959,R,normal
2016-11-03 18:39:36.410185+00:00,can,CAN,39,rx,24 00 9A 1D 97 02 BD 00,<CAN  flags=0x0 identifier=0x2a0 length=8 reserved=0 data=b'$\x00\x9a\x1d\x97\x02\xbd\x00' |>,02A0,8,attack_dos,1478198376.410185,R,normal
2016-11-03 18:39:36.410415+00:00,can,CAN,40,rx,05 21 68 09 21 21 00 6F,<CAN  flags=0x0 identifier=0x316 length=8 reserved=0 data=b'\x05!h\t!!\x00o' |>,0316,8,attack_dos,1478198376.410415,R,normal
2016-11-03 18:39:36.410651+00:00,can,CAN,41,rx,40 BB 7F 14 11 20 00 14,<CAN  flags=0x0 identifier=0x329 length=8 reserved=0 data=b'@\xbb\x7f\x14\x11 \x00\x14' |>,0329,8,attack_dos,1478198376.410651,R,normal
2016-11-03 18:39:36.410903+00:00,can,CAN,42,rx,D8 00 00 88 00 00 00 00,<CAN  flags=0x0 identifier=0x545 length=8 reserved=0 data=b'\xd8\x00\x00\x88\x00\x00\x00\x00' |>,0545,8,attack_dos,1478198376.410903,R,normal
2016-11-03 18:39:36.413336+00:00,can,CAN,43,rx,00 00 00 00 00 03 0D 5F,<CAN  flags=0x0 identifier=0x2 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x03\r_' |>,0002,8,attack_dos,1478198376.413336,R,normal
2016-11-03 18:39:36.413570+00:00,can,CAN,44,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198376.41357,R,normal
2016-11-03 18:39:36.414158+00:00,can,CAN,45,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198376.414158,R,normal
2016-11-03 18:39:36.414397+00:00,can,CAN,46,rx,0F 80 00 FF 37 80 0D BA,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x0f\x80\x00\xff7\x80\r\xba' |>,0130,8,attack_dos,1478198376.414397,R,normal
2016-11-03 18:39:36.414638+00:00,can,CAN,47,rx,12 80 00 00 30 7F 0D 88,<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\x12\x80\x00\x000\x7f\r\x88' |>,0131,8,attack_dos,1478198376.414638,R,normal
2016-11-03 18:39:36.414877+00:00,can,CAN,48,rx,00 00 00 00 0C 23 2D A7,<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b'\x00\x00\x00\x00\x0c#-\xa7' |>,0140,8,attack_dos,1478198376.414877,R,normal
2016-11-03 18:39:36.415290+00:00,can,CAN,49,rx,05 20 34 68 77 00 00 0E,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 4hw\x00\x00\x0e' |>,0350,8,attack_dos,1478198376.41529,R,normal
2016-11-03 18:39:36.416004+00:00,can,CAN,50,rx,00 40 60 FF 7E CD 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xcd\x08\x00' |>,043F,8,attack_dos,1478198376.416004,R,normal
2016-11-03 18:39:36.416254+00:00,can,CAN,51,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198376.416254,R,normal
2016-11-03 18:39:36.416494+00:00,can,CAN,52,rx,5C 84 68 09 00 1F 02 00,<CAN  flags=0x0 identifier=0xa0 length=8 reserved=0 data=b'\\\x84h\t\x00\x1f\x02\x00' |>,00A0,8,attack_dos,1478198376.416494,R,normal
2016-11-03 18:39:36.416737+00:00,can,CAN,53,rx,80 89 00 00 24 00 00 00,<CAN  flags=0x0 identifier=0xa1 length=8 reserved=0 data=b'\x80\x89\x00\x00$\x00\x00\x00' |>,00A1,8,attack_dos,1478198376.416737,R,normal
2016-11-03 18:39:36.416979+00:00,can,CAN,54,rx,FF 00 00 00 FF CD 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xcd\x08\x00' |>,0440,8,attack_dos,1478198376.416979,R,normal
2016-11-03 18:39:36.419391+00:00,can,CAN,55,rx,05 21 68 09 21 21 00 6F,<CAN  flags=0x0 identifier=0x316 length=8 reserved=0 data=b'\x05!h\t!!\x00o' |>,0316,8,attack_dos,1478198376.419391,R,normal
2016-11-03 18:39:36.419629+00:00,can,CAN,56,rx,FE 5B 00 00 00 3C 00 00,<CAN  flags=0x0 identifier=0x18f length=8 reserved=0 data=b'\xfe[\x00\x00\x00<\x00\x00' |>,018F,8,attack_dos,1478198376.419629,R,normal
2016-11-03 18:39:36.419857+00:00,can,CAN,57,rx,19 21 21 30 08 8E 6D 2A,<CAN  flags=0x0 identifier=0x260 length=8 reserved=0 data=b'\x19!!0\x08\x8em*' |>,0260,8,attack_dos,1478198376.419857,R,normal
2016-11-03 18:39:36.420092+00:00,can,CAN,58,rx,44 00 9A 1D 97 02 BD 00,<CAN  flags=0x0 identifier=0x2a0 length=8 reserved=0 data=b'D\x00\x9a\x1d\x97\x02\xbd\x00' |>,02A0,8,attack_dos,1478198376.420092,R,normal
2016-11-03 18:39:36.420330+00:00,can,CAN,59,rx,40 BB 7F 14 11 20 00 14,<CAN  flags=0x0 identifier=0x329 length=8 reserved=0 data=b'@\xbb\x7f\x14\x11 \x00\x14' |>,0329,8,attack_dos,1478198376.42033,R,normal
2016-11-03 18:39:36.420572+00:00,can,CAN,60,rx,00 00 00 80 00 69 D1 13,<CAN  flags=0x0 identifier=0x4f0 length=8 reserved=0 data=b'\x00\x00\x00\x80\x00i\xd1\x13' |>,04F0,8,attack_dos,1478198376.420572,R,normal
2016-11-03 18:39:36.420845+00:00,can,CAN,61,rx,D8 00 00 88 00 00 00 00,<CAN  flags=0x0 identifier=0x545 length=8 reserved=0 data=b'\xd8\x00\x00\x88\x00\x00\x00\x00' |>,0545,8,attack_dos,1478198376.420845,R,normal
2016-11-03 18:39:36.423325+00:00,can,CAN,62,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x430 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0430,8,attack_dos,1478198376.423325,R,normal
2016-11-03 18:39:36.423554+00:00,can,CAN,63,rx,29 27 27 23 00 00 00 9A,"<CAN  flags=0x0 identifier=0x4b1 length=8 reserved=0 data=b"")''#\x00\x00\x00\x9a"" |>",04B1,8,attack_dos,1478198376.423554,R,normal
2016-11-03 18:39:36.423802+00:00,can,CAN,64,rx,08 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x1f1 length=8 reserved=0 data=b'\x08\x00\x00\x00\x00\x00\x00\x00' |>,01F1,8,attack_dos,1478198376.423802,R,normal
2016-11-03 18:39:36.424040+00:00,can,CAN,65,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198376.42404,R,normal
2016-11-03 18:39:36.424284+00:00,can,CAN,66,rx,00 00 00 00 00 03 0E 78,<CAN  flags=0x0 identifier=0x2 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x03\x0ex' |>,0002,8,attack_dos,1478198376.424284,R,normal
2016-11-03 18:39:36.424532+00:00,can,CAN,67,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198376.424532,R,normal
2016-11-03 18:39:36.425294+00:00,can,CAN,68,rx,05 20 44 68 76 00 00 7F,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 Dhv\x00\x00\x7f' |>,0350,8,attack_dos,1478198376.425294,R,normal
2016-11-03 18:39:36.425530+00:00,can,CAN,69,rx,10 80 00 FF 21 80 0E 65,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x10\x80\x00\xff!\x80\x0ee' |>,0130,8,attack_dos,1478198376.42553,R,normal
2016-11-03 18:39:36.425768+00:00,can,CAN,70,rx,05 80 00 00 36 7F 0E 9D,<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\x05\x80\x00\x006\x7f\x0e\x9d' |>,0131,8,attack_dos,1478198376.425768,R,normal
2016-11-03 18:39:36.426008+00:00,can,CAN,71,rx,00 00 00 00 0E 22 2E CF,"<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b'\x00\x00\x00\x00\x0e"".\xcf' |>",0140,8,attack_dos,1478198376.426008,R,normal
2016-11-03 18:39:36.426258+00:00,can,CAN,72,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198376.426258,R,normal
2016-11-03 18:39:36.426501+00:00,can,CAN,73,rx,00 40 60 FF 7E CA 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xca\x08\x00' |>,043F,8,attack_dos,1478198376.426501,R,normal
2016-11-03 18:39:36.426745+00:00,can,CAN,74,rx,FF 00 00 00 FF CA 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xca\x08\x00' |>,0440,8,attack_dos,1478198376.426745,R,normal
2016-11-03 18:39:36.429386+00:00,can,CAN,75,rx,05 21 60 09 21 21 00 6F,<CAN  flags=0x0 identifier=0x316 length=8 reserved=0 data=b'\x05!`\t!!\x00o' |>,0316,8,attack_dos,1478198376.429386,R,normal
2016-11-03 18:39:36.429626+00:00,can,CAN,76,rx,FE 5B 00 00 00 3C 00 00,<CAN  flags=0x0 identifier=0x18f length=8 reserved=0 data=b'\xfe[\x00\x00\x00<\x00\x00' |>,018F,8,attack_dos,1478198376.429626,R,normal
2016-11-03 18:39:36.429853+00:00,can,CAN,77,rx,19 21 22 30 08 8E 6D 3A,"<CAN  flags=0x0 identifier=0x260 length=8 reserved=0 data=b'\x19!""0\x08\x8em:' |>",0260,8,attack_dos,1478198376.429853,R,normal
2016-11-03 18:39:36.430086+00:00,can,CAN,78,rx,64 00 9A 1D 97 02 BD 00,<CAN  flags=0x0 identifier=0x2a0 length=8 reserved=0 data=b'd\x00\x9a\x1d\x97\x02\xbd\x00' |>,02A0,8,attack_dos,1478198376.430086,R,normal
2016-11-03 18:39:36.430324+00:00,can,CAN,79,rx,40 BB 7F 14 11 20 00 14,<CAN  flags=0x0 identifier=0x329 length=8 reserved=0 data=b'@\xbb\x7f\x14\x11 \x00\x14' |>,0329,8,attack_dos,1478198376.430324,R,normal
2016-11-03 18:39:36.430565+00:00,can,CAN,80,rx,D8 59 00 8A 00 00 00 00,<CAN  flags=0x0 identifier=0x545 length=8 reserved=0 data=b'\xd8Y\x00\x8a\x00\x00\x00\x00' |>,0545,8,attack_dos,1478198376.430565,R,normal
2016-11-03 18:39:36.433305+00:00,can,CAN,81,rx,00 00 00 00 00 03 0F 65,<CAN  flags=0x0 identifier=0x2 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x03\x0fe' |>,0002,8,attack_dos,1478198376.433305,R,normal
2016-11-03 18:39:36.433537+00:00,can,CAN,82,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198376.433537,R,normal
2016-11-03 18:39:36.434143+00:00,can,CAN,83,rx,14 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x2c0 length=8 reserved=0 data=b'\x14\x00\x00\x00\x00\x00\x00\x00' |>,02C0,8,attack_dos,1478198376.434143,R,normal
2016-11-03 18:39:36.434385+00:00,can,CAN,84,rx,11 80 00 FF 1D 80 0F 07,<CAN  flags=0x0 identifier=0x130 length=8 reserved=0 data=b'\x11\x80\x00\xff\x1d\x80\x0f\x07' |>,0130,8,attack_dos,1478198376.434385,R,normal
2016-11-03 18:39:36.434621+00:00,can,CAN,85,rx,05 80 00 00 46 7F 0F C8,<CAN  flags=0x0 identifier=0x131 length=8 reserved=0 data=b'\x05\x80\x00\x00F\x7f\x0f\xc8' |>,0131,8,attack_dos,1478198376.434621,R,normal
2016-11-03 18:39:36.434866+00:00,can,CAN,86,rx,00 00 00 00 10 28 2F 01,<CAN  flags=0x0 identifier=0x140 length=8 reserved=0 data=b'\x00\x00\x00\x00\x10(/\x01' |>,0140,8,attack_dos,1478198376.434866,R,normal
2016-11-03 18:39:36.435227+00:00,can,CAN,87,rx,05 20 54 68 77 00 00 6E,<CAN  flags=0x0 identifier=0x350 length=8 reserved=0 data=b'\x05 Thw\x00\x00n' |>,0350,8,attack_dos,1478198376.435227,R,normal
2016-11-03 18:39:36.435932+00:00,can,CAN,88,rx,00 40 60 FF 7E C9 08 00,<CAN  flags=0x0 identifier=0x43f length=8 reserved=0 data=b'\x00@`\xff~\xc9\x08\x00' |>,043F,8,attack_dos,1478198376.435932,R,normal
2016-11-03 18:39:36.436182+00:00,can,CAN,89,rx,00 20 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x370 length=8 reserved=0 data=b'\x00 \x00\x00\x00\x00\x00\x00' |>,0370,8,attack_dos,1478198376.436182,R,normal
2016-11-03 18:39:36.436424+00:00,can,CAN,90,rx,FF 00 00 00 FF C9 08 00,<CAN  flags=0x0 identifier=0x440 length=8 reserved=0 data=b'\xff\x00\x00\x00\xff\xc9\x08\x00' |>,0440,8,attack_dos,1478198376.436424,R,normal
2016-11-03 18:39:36.439461+00:00,can,CAN,91,rx,05 22 60 09 22 21 00 6F,"<CAN  flags=0x0 identifier=0x316 length=8 reserved=0 data=b'\x05""`\t""!\x00o' |>",0316,8,attack_dos,1478198376.439461,R,normal
2016-11-03 18:39:36.439698+00:00,can,CAN,92,rx,FE 5B 00 00 00 3C 00 00,<CAN  flags=0x0 identifier=0x18f length=8 reserved=0 data=b'\xfe[\x00\x00\x00<\x00\x00' |>,018F,8,attack_dos,1478198376.439698,R,normal
2016-11-03 18:39:36.439930+00:00,can,CAN,93,rx,19 22 22 30 08 8E 71 03,"<CAN  flags=0x0 identifier=0x260 length=8 reserved=0 data=b'\x19""""0\x08\x8eq\x03' |>",0260,8,attack_dos,1478198376.43993,R,normal
2016-11-03 18:39:36.440166+00:00,can,CAN,94,rx,04 00 9A 1D 97 02 BD 00,<CAN  flags=0x0 identifier=0x2a0 length=8 reserved=0 data=b'\x04\x00\x9a\x1d\x97\x02\xbd\x00' |>,02A0,8,attack_dos,1478198376.440166,R,normal
2016-11-03 18:39:36.440400+00:00,can,CAN,95,rx,86 BB 7F 14 11 20 00 14,<CAN  flags=0x0 identifier=0x329 length=8 reserved=0 data=b'\x86\xbb\x7f\x14\x11 \x00\x14' |>,0329,8,attack_dos,1478198376.4404,R,normal
2016-11-03 18:39:36.440642+00:00,can,CAN,96,rx,00 00 00 80 00 69 D1 13,<CAN  flags=0x0 identifier=0x4f0 length=8 reserved=0 data=b'\x00\x00\x00\x80\x00i\xd1\x13' |>,04F0,8,attack_dos,1478198376.440642,R,normal
2016-11-03 18:39:36.440886+00:00,can,CAN,97,rx,D8 00 00 8A 00 00 00 00,<CAN  flags=0x0 identifier=0x545 length=8 reserved=0 data=b'\xd8\x00\x00\x8a\x00\x00\x00\x00' |>,0545,8,attack_dos,1478198376.440886,R,normal
2016-11-03 18:39:36.441182+00:00,can,CAN,98,rx,00 00 00 00 A0 22 00 00,"<CAN  flags=0x0 identifier=0x690 length=8 reserved=0 data=b'\x00\x00\x00\x00\xa0""\x00\x00' |>",0690,8,attack_dos,1478198376.441182,R,normal
2016-11-03 18:39:36.443326+00:00,can,CAN,99,rx,00 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x430 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x00\x00\x00' |>,0430,8,attack_dos,1478198376.443326,R,normal
2016-11-03 18:39:36.443541+00:00,can,CAN,100,rx,29 27 27 23 00 00 00 9A,"<CAN  flags=0x0 identifier=0x4b1 length=8 reserved=0 data=b"")''#\x00\x00\x00\x9a"" |>",04B1,8,attack_dos,1478198376.443541,R,normal
2016-11-03 18:39:36.443789+00:00,can,CAN,101,rx,08 00 00 00 00 00 00 00,<CAN  flags=0x0 identifier=0x1f1 length=8 reserved=0 data=b'\x08\x00\x00\x00\x00\x00\x00\x00' |>,01F1,8,attack_dos,1478198376.443789,R,normal
2016-11-03 18:39:36.444027+00:00,can,CAN,102,rx,00 21 10 FF 00 FF 00 00,<CAN  flags=0x0 identifier=0x153 length=8 reserved=0 data=b'\x00!\x10\xff\x00\xff\x00\x00' |>,0153,8,attack_dos,1478198376.444027,R,normal
2016-11-03 18:39:36.444273+00:00,can,CAN,103,rx,00 00 00 00 00 03 00 DE,<CAN  flags=0x0 identifier=0x2 length=8 reserved=0 data=b'\x00\x00\x00\x00\x00\x03\x00\xde' |>,0002,8,attack_dos,1478198376.444273,R,normal
